# xterm patch-410 X resource compatibility baseline
# Generated from the active resource tables in the neighboring patch-410 build.
# scope<TAB>resource name<TAB>resource class<TAB>compiled default
vt100	colorAttrMode	ColorAttrMode	false
vt100	colorBDMode	ColorAttrMode	false
vt100	colorBLMode	ColorAttrMode	false
vt100	colorRVMode	ColorAttrMode	false
vt100	colorULMode	ColorAttrMode	false
vt100	italicULMode	ColorAttrMode	false
vt100	colorITMode	ColorAttrMode	false
vt100	directColor	DirectColor	true
vt100	color0	Color0	black
vt100	color1	Color1	red3
vt100	color2	Color2	green3
vt100	color3	Color3	yellow3
vt100	color4	Color4	blue2
vt100	color5	Color5	magenta3
vt100	color6	Color6	cyan3
vt100	color7	Color7	gray90
vt100	color8	Color8	gray50
vt100	color9	Color9	red
vt100	color10	Color10	green
vt100	color11	Color11	yellow
vt100	color12	Color12	rgb:5c/5c/ff
vt100	color13	Color13	magenta
vt100	color14	Color14	cyan
vt100	color15	Color15	white
vt100	colorBD	ColorBD	XtDefaultForeground
vt100	colorBL	ColorBL	XtDefaultForeground
vt100	colorUL	ColorUL	XtDefaultForeground
vt100	colorRV	ColorRV	XtDefaultForeground
vt100	colorIT	ColorIT	XtDefaultForeground
vt100	on2Clicks	On2Clicks	word
vt100	on3Clicks	On3Clicks	line
vt100	on4Clicks	On4Clicks	<unset>
vt100	on5Clicks	On5Clicks	<unset>
vt100	shiftEscape	ShiftEscape	false
vt100	modifyKeyboard	ModifyKeyboard	0
vt100	modifyCursorKeys	ModifyCursorKeys	2
vt100	modifyFunctionKeys	ModifyFunctionKeys	2
vt100	modifyKeypadKeys	ModifyKeypadKeys	0
vt100	modifyModifierKeys	ModifyModifierKeys	0
vt100	modifyOtherKeys	ModifyOtherKeys	0
vt100	modifySpecialKeys	ModifySpecialKeys	0
vt100	modifyStringKeys	ModifyStringKeys	0
vt100	formatCursorKeys	FormatCursorKeys	0
vt100	formatFunctionKeys	FormatFunctionKeys	0
vt100	formatKeypadKeys	FormatKeypadKeys	0
vt100	formatModifierKeys	FormatModifierKeys	0
vt100	formatOtherKeys	FormatOtherKeys	0
vt100	formatSpecialKeys	FormatSpecialKeys	0
vt100	formatStringKeys	FormatStringKeys	0
vt100	alwaysUseMods	AlwaysUseMods	false
vt100	numLock	NumLock	true
vt100	printAttributes	PrintAttributes	1
vt100	decGraphicsID	DecGraphicsID	420
vt100	maxGraphicSize	MaxGraphicSize	1000x1000
vt100	faintIsRelative	FaintIsRelative	false
vt100	shiftFonts	ShiftFonts	true
vt100	sixelScrolling	SixelScrolling	true
vt100	sixelScrollsRight	SixelScrollsRight	false
vt100	numColorRegisters	NumColorRegisters	0
vt100	privateColorRegisters	PrivateColorRegisters	true
vt100	incrementalGraphics	IncrementalGraphics	false
vt100	resizeCursorAdjust	ResizeCursorAdjust	true
vt100	ctrlFKeys	CtrlFKeys	10
vt100	tekInhibit	TekInhibit	false
vt100	tekSmall	TekSmall	false
vt100	tekStartup	TekStartup	false
vt100	precompose	Precompose	true
vt100	utf8Latin1	Utf8Latin1	false
vt100	utf8Weblike	Utf8Weblike	false
vt100	vt100Graphics	VT100Graphics	true
vt100	wideChars	WideChars	true
vt100	combiningChars	CombiningChars	2
vt100	utf8	Utf8	default
vt100	utf8Fonts	Utf8Fonts	default
vt100	utf8Title	Utf8Title	default
vt100	wideBoldFont	WideBoldFont	<unset>
vt100	wideFont	WideFont	<unset>
vt100	utf8SelectTypes	Utf8SelectTypes	<unset>
vt100	cjkWidth	CjkWidth	false
vt100	mkWidth	MkWidth	false
vt100	mkSamplePass	MkSamplePass	655
vt100	mkSampleSize	MkSampleSize	65535
vt100	emojiWidth	EmojiWidth	false
vt100	privateWidth	PrivateWidth	true
vt100	ximFont	XimFont	fixed
vt100	allowScrollLock	AllowScrollLock	false
vt100	autoScrollLock	AutoScrollLock	false
vt100	rightScrollBar	RightScrollBar	false
vt100	forceXftHeight	ForceXftHeight	false
vt100	xftMaxGlyphMemory	XftMaxGlyphMemory	0
vt100	xftMaxUnrefFonts	XftMaxUnrefFonts	0
vt100	xftTrackMemUsage	XftTrackMemUsage	false
vt100	faceSize1	FaceSize1	0.000000
vt100	faceSize2	FaceSize2	0.000000
vt100	faceSize3	FaceSize3	0.000000
vt100	faceSize4	FaceSize4	0.000000
vt100	faceSize5	FaceSize5	0.000000
vt100	faceSize6	FaceSize6	0.000000
vt100	faceSize7	FaceSize7	0.000000
vt100	faceSize	FaceSize	8.000000
vt100	faceName	FaceName	<unset>
vt100	renderFont	RenderFont	default
vt100	limitFontsets	LimitFontsets	50
vt100	limitFontHeight	LimitFontHeight	10
vt100	limitFontWidth	LimitFontWidth	10
vt100	faceNameDoublesize	FaceNameDoublesize	<unset>
tek4014	width	Width	1
tek4014	height	Height	1
tek4014	fontLarge	Font	9x15
tek4014	font2	Font	6x13
tek4014	font3	Font	8x13
tek4014	fontSmall	Font	6x10
tek4014	initialFont	InitialFont	large
tek4014	ginTerminator	GinTerminator	none
font-subresource	font	Font	fixed
font-subresource	boldFont	BoldFont	<unset>
font-subresource	wideFont	WideFont	<unset>
font-subresource	wideBoldFont	WideBoldFont	<unset>
font-subresource	font1	Font1	<unset>
font-subresource	font2	Font2	<unset>
font-subresource	font3	Font3	<unset>
font-subresource	font4	Font4	<unset>
font-subresource	font5	Font5	<unset>
font-subresource	font6	Font6	<unset>
font-subresource	font7	Font7	<unset>
application-conditional	hpFunctionKeys	HpFunctionKeys	false
application-conditional	scoFunctionKeys	ScoFunctionKeys	false
application-conditional	toolBar	ToolBar	true
vt100-conditional	brokenLinuxOSC	BrokenLinuxOSC	true
vt100-conditional	indicatorFormat	IndicatorFormat	%{version%}  %{position%}  %{unixtime%}
vt100-conditional	locale	Locale	medium
vt100-conditional	localeFilter	LocaleFilter	<configure-time luit path>
vt100-conditional	menuBar	MenuBar	<unset>
vt100-conditional	menuHeight	MenuHeight	25
vt100-conditional	regisDefaultFont	RegisDefaultFont	
vt100-conditional	regisScreenSize	RegisScreenSize	auto
vt100-conditional	xmcAttributes	XmcAttributes	1
vt100-conditional	xmcGlitch	XmcGlitch	0
vt100-conditional	xmcInline	XmcInline	false
vt100-conditional	xmcMoveSGR	XmcMoveSGR	true
tek4014-conditional	menuBar	MenuBar	<unset>
tek4014-conditional	menuHeight	MenuHeight	25
